Nama Makanan,Ukuran Porsi,Kalori (kkal),Karbohidrat (g),Lemak (g),Protein (g),Kategori,is_seafood,is_peanut,is_dairy,protein_to_calorie_ratio,is_low_calorie,is_low_fat,is_low_carb,is_high_carb,is_high_protein,Kalori (kkal)_scaled,Karbohidrat (g)_scaled,Lemak (g)_scaled,Protein (g)_scaled,protein_to_calorie_ratio_scaled
Ceciwis Jamur,100 g,68,13,1,3,Masakan,0,0,0,0.044117647,1,1,0,1,0,-1.277798962,-0.217421908,-1.056529506,-0.821567311,0.047185337
Mie Sukses Isi Rasa Soto,100 g,450.45,63.06,16.22,11.71,Masakan,0,0,0,0.025996226,0,0,0,0,0,1.219248587,1.259728714,0.851963274,0.400452452,-0.504129489
Soto Koya Nagih,100 g,460.53,60.53,19.74,10.53,Masakan,0,0,0,0.02286496,0,0,0,0,0,1.258514398,1.212377292,1.02525513,0.285080587,-0.614628831
Rawon,100 g,119,3.48,7.4,9.6,Masakan,0,0,0,0.080672269,0,0,1,0,1,-0.691694801,-0.991513321,0.195951262,0.187466674,0.812606089
Sarimi Isi Rasa Soto,100 g,407.08,54.87,17.7,7.96,Masakan,0,0,0,0.019553896,0,0,0,0,0,1.043170856,1.10102813,0.92861444,-0.002313728,-0.736992303
Sarimi Gelas Rasa Soto Ayam,100 g,466.67,53.33,23.33,10,Lauk,0,0,0,0.021428418,0,0,0,0,0,1.282148082,1.069306479,1.175105384,0.230238998,-0.667004497
Super Bubur Dengan Kuah Soto,100 g,413.04,76.09,8.7,8.7,Masakan,0,0,0,0.021063335,0,0,0,1,0,1.068097096,1.483962166,0.325838971,0.086413351,-0.680488094
Pake Nasi Rasa Soto Ayam,100 g,466.67,64,20,9.33,Lauk,0,0,0,0.019992714,0,0,0,0,0,1.282148082,1.276972238,1.036912083,0.157877672,-0.720439142
Ayam Ala Jepang,100 g,122.22,5.56,3.33,17.78,Lauk,0,0,0,0.145475372,0,0,1,0,1,-0.660944945,-0.758117614,-0.391976285,0.888275432,1.512670531
Pop Mie Mini Rasa Soto Mie,100 g,435.9,56.41,20.51,7.69,Masakan,0,0,0,0.017641661,0,0,0,0,0,1.161508075,1.132114779,1.05938181,-0.036113749,-0.810357601
Jiwa Pagi Rasa Soto,100 g,369.23,63.08,6.15,15.38,Masakan,0,0,0,0.041654253,0,0,0,1,0,0.878813464,1.260097524,0.051462766,0.712649511,-0.019732762
Rasa Soto Madura,100 g,463.41,59.76,19.51,10.98,Masakan,0,0,0,0.023693921,0,0,0,0,0,1.269626276,1.197682904,1.014826024,0.330120169,-0.584892167
Baked Soto,100 g,381.58,72.37,5.92,9.21,Masakan,0,0,0,0.024136485,0,0,0,1,0,0.933644309,1.422977383,0.022262763,0.144532916,-0.569160313
Bihunku Seduh Rasa Soto Ayam,100 g,333.33,79.17,0,0,Lauk,0,0,0,0,0,1,0,1,0,0.712032793,1.532841763,-1.634431737,-1.931501751,-1.592191924
Oatmeal Rasa Soto Ayam,100 g,392.86,64.29,7.14,14.29,Lauk,0,0,0,0.036374281,0,0,0,1,0,0.982685742,1.282255112,0.167676721,0.62617441,-0.171225785
Bakso Ayam,100 g,160,12,8,9,Lauk,0,0,0,0.05625,0,0,0,0,1,-0.335231182,-0.275226616,0.258128474,0.120882075,0.345113983
Dada Ayam Asap,100 g,130,0,2,27,Lauk,0,0,0,0.207692308,0,1,1,0,1,-0.588833079,-1.710248162,-0.710431496,1.43254374,1.809093656
Mooyam Meatballs,100 g,120,3,6,15,Masakan,0,0,0,0.125,0,0,1,0,1,-0.682085899,-1.056419784,0.032523265,0.683026646,1.351736327
Pentol,100 g,269,17.23,15.88,13.74,Masakan,0,0,0,0.051078067,0,0,0,0,1,0.379858543,-0.001959283,0.833464926,0.580700025,0.224245204
Bakso Kuah,100 g,134.62,4.81,3.85,20.19,Masakan,0,0,0,0.149977715,0,0,1,0,1,-0.547376291,-0.835009545,-0.292536806,1.04779939,1.542727799
Bakso Urat,100 g,123.08,12.31,3.85,12.31,Masakan,0,0,0,0.10001625,0,0,0,0,1,-0.652824599,-0.256968424,-0.292536806,0.455935826,1.087183562
Bakso Sapi Kuah,100 g,158.33,10,7.5,11.67,Lauk,0,0,0,0.073706815,0,0,1,0,1,-0.34846288,-0.401417191,0.206603555,0.396681418,0.694798414
Bakso Polos,100 g,138.46,4.62,4.62,20,Masakan,0,0,0,0.144446049,0,0,1,0,1,-0.513641377,-0.855636501,-0.162612712,1.035752511,1.505552583
Bakso Sapi Kasarurat,100 g,160,12,9,10,Lauk,0,0,0,0.0625,0,0,0,0,1,-0.335231182,-0.275226616,0.353436225,0.230238998,0.480069179
Bakso Sapi Ayam,100 g,121.21,6.06,3.03,21.21,Lauk,0,0,0,0.174985562,0,0,1,0,1,-0.670530836,-0.710374573,-0.454682429,1.111068151,1.681774055
Baso Ikan,100 g,100,15,0,10,Lauk,1,0,0,0.1,1,1,0,0,1,-0.885578897,-0.110340353,-1.634431737,0.230238998,1.08698149
Swedish Meatballs,100 g,240.51,5.06,17.72,13.92,Masakan,0,0,0,0.057877011,0,0,1,0,1,0.21539975,-0.808609501,0.929609962,0.595726228,0.38137708
Bakso Gochujang,100 g,127.27,7.27,4.55,16.36,Masakan,0,0,0,0.128545612,0,0,1,0,1,-0.613798032,-0.604326895,-0.173695926,0.786643005,1.382740794
Bakso Keju,100 g,183.33,6.67,6.67,21.67,Masakan,0,0,1,0.118202149,0,0,1,0,1,-0.159413079,-0.655376586,0.114297818,1.138861106,1.288131578
Bakso Hot,100 g,163.64,10.91,7.27,14.55,Masakan,0,0,0,0.088914691,0,0,0,0,1,-0.306709954,-0.342077027,0.181920348,0.647228113,0.938378281
Mie Goreng Jawa,100 g,190.83,35,4.17,9.17,Masakan,0,0,0,0.048053241,0,0,0,1,0,-0.106117611,0.628580016,-0.236300954,0.14005746,0.14941189
Mooyam Garlic,100 g,120,2,1.5,24,Masakan,0,0,0,0.2,0,1,1,0,1,-0.682085899,-1.212641797,-0.866802623,1.273236087,1.783572331
Cumi Cabe Hijau,100 g,304,10,21,17,Lauk,1,0,0,0.055921053,0,0,1,0,1,0.566511878,-0.401417191,1.080495119,0.833222834,0.337682403
Ayam Kecombrang,100 g,202.5,2.5,7.5,28.75,Lauk,0,0,0,0.141975309,0,0,1,0,1,-0.025930434,-1.130423041,0.206603555,1.51940522,1.488079086
Kacang Panjang Sapi,100 g,107,11,5,4,Snack,0,1,0,0.037383178,0,0,0,0,0,-0.811481136,-0.336391161,-0.104660044,-0.609198585,-0.141399683
Creamy Miso Udon,100 g,240,33,9,6,Masakan,0,0,0,0.025,0,0,0,0,0,0.212338755,0.571105124,0.353436225,-0.268650804,-0.538750148
Aglio Olio Pasta,100 g,132.5,6.67,11.67,0.83,Masakan,0,0,0,0.006264151,0,0,1,0,0,-0.56627892,-0.655376586,0.569084352,-1.488824603,-1.291366573
Mooyam Spicy,100 g,123.08,4.62,0.77,25.38,Masakan,0,0,0,0.206207345,0,1,1,0,1,-0.652824599,-0.855636501,-1.159635749,1.348271715,1.804351073
Pakcoy Tahu,100 g,60,5,1.5,5,Lauk,0,0,0,0.083333333,1,1,1,0,1,-1.394695653,-0.814871585,-0.866802623,-0.42779268,0.854752582
Claypot Egg Tofu,100 g,125,10,7,6,Masakan,0,0,0,0.048,0,0,1,0,0,-0.634832161,-0.401417191,0.152091854,-0.268650804,0.148066201
Sapi Ala Mongolia,100 g,395,5,26.25,35,Lauk,0,0,0,0.088607595,0,0,1,0,1,0.99188189,-0.814871585,1.28211839,1.800278235,0.933938788
Tini Wini Biti Rasa Sate Ayam,100 g,500,66.67,20.83,8.33,Lauk,0,0,0,0.01666,0,0,0,0,0,1.406899323,1.32497365,1.073221543,0.042736628,-0.84881197
Biskuit Rasa Sate,100 g,470.59,70.59,17.65,5.88,Snack,0,0,0,0.012494953,0,0,0,1,0,1.297126869,1.392991382,0.926121169,-0.286771418,-1.018163538
Mooyam Original,100 g,130.43,0,2.17,26.96,Masakan,0,0,0,0.206700912,0,1,1,0,1,-0.58493311,-1.710248162,-0.6629164,1.430509368,1.805936894
Mooyam Tomato Chili,100 g,140,7.33,2.67,21.33,Masakan,0,0,0,0.152357143,0,1,1,0,1,-0.500289168,-0.599373076,-0.536114917,1.118361486,1.557929387
Getuk Goreng,100 g,359,74.06,6.68,1.31,Masakan,0,0,0,0.003649025,0,0,0,1,0,0.832448135,1.450957399,0.115465772,-1.301895148,-1.41361636
Original Sourdough Cracker,100 g,488,64,20,12,Masakan,0,0,0,0.024590164,0,0,0,0,0,1.362651401,1.276972238,1.036912083,0.427518936,-0.553136417
Cizzring,100 g,470.59,76.47,17.65,0,Masakan,0,0,0,0,0,0,0,1,0,1.297126869,1.490069369,0.926121169,-1.931501751,-1.592191924
Biskuit Kelapa Kopyor,100 g,500,75,20,5,Snack,0,0,0,0.01,0,0,0,0,0,1.406899323,1.466320749,1.036912083,-0.42779268,-1.124603921
Dimsum Goreng Keju,100 g,280,15.04,18.01,14.06,Masakan,0,0,1,0.050214286,0,0,0,0,1,0.440203351,-0.108301534,0.94393176,0.607315749,0.2031968
Sukun Goreng,100 g,223,30.64,12.29,1.21,Masakan,0,0,0,0.005426009,0,0,0,0,0,0.107690047,0.500001847,0.612885076,-1.338149259,-1.330041063
Jukut Goreng,100 g,181,16.14,12.16,2.63,Masakan,0,0,0,0.014530387,0,0,0,0,0,-0.176268961,-0.053640797,0.603865502,-0.910745833,-0.934129581
Makaroni Ulir Pedas,100 g,493,69.6,23.39,1.06,Masakan,0,0,0,0.002150101,0,0,0,0,0,1.381176509,1.376076451,1.177425352,-1.395009841,-1.485819197
Ikan Mas Goreng,100 g,117,0.17,4.39,18.16,Lauk,1,0,0,0.155213675,0,0,1,0,1,-0.711076685,-1.647739938,-0.199539932,0.914451564,1.575581982
Tape Goreng,100 g,217,40,5.31,2.04,Masakan,0,0,0,0.009400922,0,0,0,1,0,0.069471347,0.762662245,-0.059928434,-1.068887583,-1.150740323
Ikan Pindang Goreng,100 g,189,0.71,10,23.09,Lauk,1,0,0,0.122169312,0,0,1,0,1,-0.11898957,-1.485398249,0.440024212,1.221967951,1.325935108
Pangsit Goreng,100 g,433.33,32.41,29.26,9.63,Masakan,0,0,0,0.022223248,0,0,0,0,0,1.151174311,0.553677356,1.381503437,0.190717898,-0.637892138
Ikan Layang Goreng,100 g,220,0.61,13.19,24.01,Lauk,1,0,0,0.109136364,0,0,1,0,1,0.088668625,-1.51228563,0.67310603,1.273791323,1.193984783
Mi Goreng Kriuk Pedas,100 g,444.44,66.67,15.56,10,Masakan,0,0,0,0.022500225,0,0,0,1,0,1.195553572,1.32497365,0.815726007,0.230238998,-0.627824936
Mi Goreng Spesial,100 g,487.5,66.25,22.5,7.5,Masakan,0,0,0,0.015384615,0,0,0,0,0,1.360791839,1.317516058,1.142438093,-0.060393685,-0.899591876
Madeleine Crackers,100 g,554.55,54.55,36.36,9.09,Snack,0,0,0,0.016391669,0,0,0,0,0,1.599456617,1.094489893,1.582795357,0.131065169,-0.859418241
Malkist Crackers,100 g,444.44,72.22,16.67,11.11,Snack,0,0,0,0.02499775,0,0,0,1,0,1.195553572,1.420471192,0.875916028,0.342885433,-0.5388289
Cream Crackers,100 g,483.87,64.52,22.58,9.68,Snack,0,0,0,0.020005373,0,0,0,0,0,1.347252584,1.286432753,1.145634442,0.196120724,-0.719963164
Kerupuk Kulit Kerbau,100 g,422,0,4,83,Snack,0,0,0,0.196682464,0,0,1,0,1,1.105116426,-1.710248162,-0.265747556,3.200753893,1.771804706
Tater Thins Potato Snack Truffle Flavor,100 g,550,60,30,5,Snack,0,0,0,0.009090909,0,0,0,0,0,1.583898918,1.202277553,1.404484847,-0.42779268,-1.164354947
Klik Crackers,100 g,500,66.67,25,8.33,Snack,0,0,0,0.01666,0,0,0,0,0,1.406899323,1.32497365,1.237720912,0.042736628,-0.84881197
Cream Wafers Strawberry,100 g,480,72,20,4,Buah,0,0,0,0.008333333,0,0,0,0,0,1.332742278,1.416788625,1.036912083,-0.609198585,-1.19788396
Malkist Tabur Keju,100 g,470.59,58.82,20.59,11.76,Snack,0,0,1,0.024989906,0,0,0,0,0,1.297126869,1.179557977,1.062860126,0.405153241,-0.539103451
Ikan Belanak Goreng,100 g,169,2.51,9.2,18,Lauk,1,0,0,0.106508876,0,0,1,0,1,-0.265479696,-1.128869246,0.371397533,0.903479874,1.164528136
Basreng Pedas,100 g,526,55.22,31.02,6.36,Snack,0,0,0,0.012091255,0,0,0,0,0,1.50036163,1.108147951,1.43531579,-0.215705787,-1.035126446
Vege Biscuit,100 g,500,63.33,23.33,10,Snack,0,0,0,0.02,0,0,0,0,0,1.406899323,1.264700535,1.175105384,0.230238998,-0.720165191
Pepper Crackers,100 g,500,63.33,20,10,Snack,0,0,0,0.02,0,0,0,0,0,1.406899323,1.264700535,1.036912083,0.230238998,-0.720165191
Crispy Crackers,100 g,500,71.43,17.86,7.14,Snack,0,0,0,0.01428,0,0,0,0,0,1.406899323,1.407209412,0.936550247,-0.107584189,-0.944334078
Malkist Sweet Crackers,100 g,476.19,71.43,16.67,9.52,Snack,0,0,0,0.01999202,0,0,0,1,0,1.31837942,1.407209412,0.875916028,0.178761493,-0.720465252
Soto Padang,100 g,126.99,11.09,6.69,5.86,Masakan,0,0,0,0.046145366,0,0,0,0,0,-0.616378836,-0.330736488,0.116632271,-0.289815462,0.10055855
Mie Goreng Rasa Rendang,100 g,461.54,59.34,20.88,9.89,Masakan,0,0,0,0.021428262,0,0,0,0,0,1.26241661,1.189610136,1.075366442,0.218599276,-0.667010261
Bihunku Goreng,100 g,383.33,78.33,6.67,3.33,Masakan,0,0,0,0.008687032,0,0,0,1,0,0.941316353,1.519649536,0.114297818,-0.747310081,-1.182183934
Toge Goreng,100 g,94,14.22,2.8,5.25,Sayur,0,0,0,0.055851064,1,1,0,1,1,-0.951914992,-0.150865939,-0.505860521,-0.38617158,0.336096835
Mi Goreng Rasa Iga Penyet,100 g,437.5,65,16.25,10,Masakan,0,0,0,0.022857143,0,0,0,0,0,1.167920749,1.29511678,0.853578659,0.230238998,-0.614910931
Spix Mi Goreng,100 g,533.33,60,26.67,6.67,Masakan,0,0,0,0.012506328,0,0,0,0,0,1.526144097,1.202277553,1.296599264,-0.171710575,-1.017687008
Soto Betawi,100 g,135,11.44,8.85,4.05,Masakan,0,0,0,0.03,0,0,0,0,0,-0.544009294,-0.309035234,0.339738164,-0.599484362,-0.369849143
Soto Bandung,100 g,42,2.51,1.71,4.48,Masakan,0,0,0,0.106666667,1,1,1,0,1,-1.70220912,-1.128869246,-0.797775754,-0.518899007,1.166326171
Kol Goreng,100 g,90,10.62,4.72,2.76,Sayur,0,0,0,0.030666667,1,0,0,0,0,-0.9977331,-0.360615247,-0.147006617,-0.878636569,-0.348224346
Rasa Soto Ayam,100 g,467.53,58.44,20.78,10.39,Lauk,0,0,0,0.022223173,0,0,0,0,0,1.285441511,1.172171561,1.071071936,0.270788604,-0.63789487
Lemonilo Soto Koya,100 g,366.67,68.33,5,11.67,Masakan,0,0,0,0.031826983,0,0,0,1,0,0.867293098,1.354120839,-0.104660044,0.396681418,-0.31107217
Tongseng Khas Solo,100 g,269.23,38.46,11.54,0,Masakan,0,0,0,0,0,0,0,0,0,0.381137199,0.722707772,0.559640586,-1.931501751,-1.592191924
Mi Rebus Soto,100 g,57.14,8.57,1.43,0,Masakan,0,0,0,0,1,1,1,0,0,-1.439005096,-0.502403765,-0.891050075,-1.931501751,-1.592191924
Mie Gaga Extra Pedas Kuah Soto,100 g,440,60,17.33,12,Masakan,0,0,0,0.027272727,0,0,0,0,0,1.177908872,1.202277553,0.910011088,0.427518936,-0.460482529
Kue Gambang,100 g,390,68,10,6,Snack,0,0,0,0.015384615,0,0,0,1,0,0.970342527,1.348367606,0.440024212,-0.268650804,-0.899591876
Goreng Pedes Gledek,100 g,493.33,60,24,8,Masakan,0,0,0,0.016216326,0,0,0,0,0,1.382394686,1.202277553,1.200706459,0.002625828,-0.866371191
Mie Goreng Spesial,100 g,475,56.25,25,7.5,Masakan,0,0,0,0.015789474,0,0,0,0,0,1.313877456,1.128913679,1.237720912,-0.060393685,-0.883370994
Mie Goreng Sedaaap,100 g,444.44,67.78,14.44,11.11,Masakan,0,0,0,0.02499775,0,0,0,1,0,1.195553572,1.344520895,0.750945292,0.342885433,-0.5388289
Mi Goreng Aceh,100 g,477.78,61.11,21.11,10,Masakan,0,0,0,0.020930135,0,0,0,0,0,1.324382786,1.223356978,1.08517294,0.230238998,-0.685425178
Mi Goreng Ayam Geprek,100 g,482.35,57.65,23.53,10.59,Lauk,0,0,0,0.021955012,0,0,0,0,0,1.341562841,1.156704033,1.182817438,0.291164282,-0.647679795
Bawang Merah Goreng,100 g,500,50,30,10,Masakan,0,0,0,0.02,0,0,0,0,0,1.406899323,0.998389357,1.404484847,0.230238998,-0.720165191
Kentang Goreng Buatan Rumah,100 g,185,23.39,9.64,2.17,Masakan,0,0,0,0.01172973,0,0,0,0,0,-0.147420485,0.253867093,0.409754318,-1.032107213,-1.050401651
Kentang Goreng,100 g,180,31,4.5,4,Masakan,0,0,0,0.022222222,0,0,0,1,0,-0.183548121,0.511094126,-0.181694728,-0.609198585,-0.637929491
Ayam Goreng Bawang Putih,100 g,276,5.04,18.06,23.02,Lauk,0,0,0,0.083405797,0,0,1,0,1,0.418448207,-0.810691789,0.94637988,1.217962,0.85587918
Potongan Daging Babi Goreng,100 g,279,0,18.5,26.41,Lauk,0,0,0,0.094659498,0,0,1,0,1,0.434784348,-1.710248162,0.967662093,1.402303735,1.01813898
Mie Goreng Rasa Bulgogi,100 g,455.56,68.89,15.56,7.78,Masakan,0,0,0,0.017077882,0,0,0,1,0,1.239227624,1.363838107,0.815726007,-0.024757113,-0.832375877
Kentang Goreng French Fries,100 g,450,80,15,0,Masakan,0,0,0,0,0,0,0,1,0,1.21748185,1.545777731,0.783878293,-1.931501751,-1.592191924
Jeruk Nipis Jahe,100 g,409.09,100,0,0,Buah,0,0,0,0,0,1,0,1,0,1.051604605,1.831633598,-1.634431737,-1.931501751,-1.592191924
Jeruk Nipis,100 g,363.64,100,0,0,Buah,0,0,0,0,0,1,0,1,0,0.853587178,1.831633598,-1.634431737,-1.931501751,-1.592191924
Permen Jeruk,100 g,400,93.33,0,0,Buah,0,0,0,0,0,1,0,1,0,1.013237671,1.741327394,-1.634431737,-1.931501751,-1.592191924
Daun Jeruk,100 g,12,4.05,0.08,0.27,Sayur,0,0,0,0.0225,1,1,1,1,0,-2.527013264,-0.920756064,-1.571110724,-1.763398679,-0.627833098
Madurasa Jeruk Nipis,100 g,320,80,0,0,Buah,0,0,0,0,0,1,0,1,0,0.647015797,1.545777731,-1.634431737,-1.931501751,-1.592191924
Lofet Kacang Rasa Daun Jeruk,100 g,600,20,44,32,Sayur,0,1,0,0.053333333,0,0,0,0,1,1.750319524,0.119874219,1.762004763,1.670657622,0.278021555
Cerelac Apel Jeruk Pisang,100 g,420,66,9,16,Buah,0,0,0,0.038095238,0,0,0,1,0,1.096899608,1.313060782,0.353436225,0.759849875,-0.120603373
Dancow Full Cream,100 g,444.44,40.74,29.63,22.22,Masakan,0,0,0,0.0499955,0,0,0,0,0,1.195553572,0.78147052,1.39306057,1.171519837,0.197825109
Purefarm Kacang Hijau,100 g,62.22,9.78,1.33,2.67,Snack,0,1,0,0.042912247,1,1,1,1,0,-1.361263139,-0.416300741,-0.92687516,-0.900771758,0.014729955
Rasa Kacang Hijau,100 g,428.57,77.14,10,8.57,Snack,0,1,0,0.019996733,0,0,0,1,0,1.131924716,1.500784019,0.440024212,0.071218035,-0.720288019
Carnivor,100 g,335.14,21.62,0,62.16,Masakan,0,0,0,0.185474727,0,1,0,0,1,0.72072475,0.185743049,-1.634431737,2.700097514,1.728312763
Gold Plus,100 g,328.57,48.57,1.43,28.57,Masakan,0,0,0,0.086952552,0,1,0,0,1,0.689021092,0.966890098,-0.891050075,1.510657851,0.909694226
Jeruk Sunkist,100 g,51.95,12.34,0,0.65,Buah,0,0,0,0.012512031,1,1,0,1,0,-1.523343707,-0.255218116,-1.634431737,-1.568898063,-1.017448139
Pai Apel,100 g,265,37.1,12.5,2.4,Buah,0,0,0,0.009056604,0,0,0,0,0,0.357501989,0.686460827,0.62727829,-0.969823165,-1.16586528
Frestea Apel,100 g,40,9.6,0,0,Buah,0,0,0,0,1,1,1,1,0,-1.741478157,-0.428644803,-1.634431737,-1.931501751,-1.592191924
Pai Apel Satu Kerak,100 g,242,39.02,9.25,1.81,Buah,0,0,0,0.007479339,0,0,0,1,0,0.224317627,0.73736687,0.375835178,-1.137083163,-1.236125514
Teajus Apel,100 g,357.14,100,0,0,Buah,0,0,0,0,0,1,0,1,0,0.823922432,1.831633598,-1.634431737,-1.931501751,-1.592191924
Lovy Cookies Chocobutter,100 g,450,70,17.5,10,Masakan,0,0,0,0.022222222,0,0,0,1,0,1.21748185,1.382931583,0.918602784,0.230238998,-0.637929491
Jeruk Santang,100 g,47,11.75,0.12,0.94,Buah,0,0,0,0.02,1,1,0,1,0,-1.609178237,-0.290185022,-1.541115857,-1.442873976,-0.720165191
Jeruk Bali,100 g,32,8.08,0.1,0.63,Buah,0,0,0,0.0196875,1,1,1,1,0,-1.913010946,-0.539553435,-1.555982788,-1.578210101,-0.731941422
Isi Soto Koya Jeruk Nipis,100 g,464.29,65.18,18.75,8.93,Masakan,0,0,0,0.019233669,0,0,0,0,0,1.273012251,1.298361347,0.979550386,0.112912318,-0.749138016
Jeruk Extra Manis,100 g,363.64,90.91,0,0,Buah,0,0,0,0,0,1,0,1,0,0.853587178,1.707404313,-1.634431737,-1.931501751,-1.592191924
Spready,100 g,350,20,30,5,Masakan,0,0,0,0.014285714,0,0,0,0,0,0.790913138,0.119874219,1.404484847,-0.42779268,-0.944100781
Cheese Stick Bbq,100 g,291.67,16.67,20.83,16.67,Masakan,0,0,1,0.057153633,0,0,0,0,1,0.502497738,-0.028219234,1.073221543,0.80936953,0.365355218
Rich Cheese,100 g,300,13.33,23.33,13.33,Masakan,0,0,1,0.044433333,0,0,0,0,0,0.545940358,-0.199012226,1.175105384,0.545931357,0.055594834
Mozarella,100 g,350,10,30,15,Masakan,0,0,0,0.042857143,0,0,1,0,0,0.790913138,-0.401417191,1.404484847,0.683026646,0.013233107
Keju Kambing Agak Lembut,100 g,364,2.54,29.84,21.58,Lauk,0,0,1,0.059285714,0,0,1,0,1,0.855219636,-1.124227258,1.399560722,1.133458218,0.412121106
Rendah Lemak Lemak Keju Cottage,100 g,72,2.72,1.02,12.39,Masakan,0,0,1,0.172083333,1,1,1,0,1,-1.22277762,-1.096965099,-1.048107884,0.463185254,1.667787675
Milky Soft,100 g,333.33,10,26.67,10,Masakan,0,0,0,0.0300003,0,0,1,0,0,0.712032793,-0.401417191,1.296599264,0.230238998,-0.369839365
Ricotta Cheese,100 g,200,4,18,8,Masakan,0,0,1,0.04,0,0,1,0,0,-0.042840854,-0.926721128,0.943441397,0.002625828,-0.065989347
Cheddar,100 g,300,5,25,20,Masakan,0,0,0,0.066666667,0,0,1,0,1,0.545940358,-0.814871585,1.237720912,1.035752511,0.56378546
Baked Cheese Tart,100 g,402.22,42.22,22.22,8.89,Masakan,0,0,1,0.022102332,0,0,0,0,0,1.02266179,0.818365332,1.13116826,0.108338463,-0.642299574
Finger Cheese Biskuit,100 g,440,72,10,12,Snack,0,0,1,0.027272727,0,0,0,1,0,1.177908872,1.416788625,0.440024212,0.427518936,-0.460482529
Keju Ricotta,100 g,156,4.09,10.44,11.32,Masakan,0,0,1,0.072564103,0,0,1,0,1,-0.367081896,-0.916015125,0.475758568,0.363282104,0.6743817
Mozza Cheese Slice,100 g,333.33,13.33,26.67,13.33,Masakan,0,0,1,0.0399904,0,0,0,0,0,0.712032793,-0.199012226,1.296599264,0.545931357,-0.066260943
The Big Cheez,100 g,514,53,35,7,Masakan,0,0,0,0.013618677,0,0,0,0,0,1.457623036,1.062423385,1.54724988,-0.12637661,-0.971464436
Raclette Cheese Flavour,100 g,550,55,35,5,Masakan,0,0,1,0.009090909,0,0,0,0,0,1.583898918,1.103676444,1.54724988,-0.42779268,-1.164354947
Lose Weight,100 g,388.89,61.11,2.78,25.93,Masakan,0,0,0,0.066676952,0,1,0,1,1,0.965535492,1.223356978,-0.510449949,1.377324586,0.56398624
Skm Coklat,100 g,333.33,57.14,9.52,2.38,Masakan,0,0,0,0.007140071,0,0,0,1,0,0.712032793,1.146637318,0.399446175,-0.97510629,-1.251450072
Keju Cheddar,100 g,403,1.28,33.14,24.9,Masakan,0,0,1,0.0617866,0,0,1,0,1,1.025964616,-1.350912316,1.496496494,1.322527536,0.465247632
Keju Slice,100 g,294.12,5.88,20.59,17.65,Masakan,0,0,1,0.06000952,0,0,1,0,1,0.515361051,-0.727267552,1.062860126,0.879225527,0.427686201
Gold Cheddar,100 g,333.33,20.83,25,4.17,Masakan,0,0,0,0.012510125,0,0,0,0,0,0.712032793,0.154070007,1.237720912,-0.576472886,-1.017527961
Cheddar Cheese,100 g,300,10,25,10,Masakan,0,0,1,0.033333333,0,0,1,0,0,0.545940358,-0.401417191,1.237720912,0.230238998,-0.263744484
Greenfield Organic,100 g,357.14,85.71,0,14.29,Masakan,0,0,0,0.04001232,0,1,0,1,0,0.823922432,1.632232832,-1.634431737,0.62617441,-0.065640852
Keju Serbaguna,100 g,300,26.67,20,6.67,Masakan,0,0,1,0.022233333,0,0,0,0,0,0.545940358,0.371068601,1.036912083,-0.171710575,-0.637524863
Quick Melt,100 g,375,12.5,31.25,6.25,Masakan,0,0,0,0.016666667,0,0,0,0,0,0.904582679,-0.245931587,1.442137865,-0.231664832,-0.84854898
Slice Melt,100 g,375,6.25,28.12,18.75,Masakan,0,0,0,0.05,0,0,1,0,0,0.904582679,-0.692882407,1.345024979,0.95430163,0.197935761
Cheese Spread,100 g,300,6.67,30,6.67,Masakan,0,0,1,0.022233333,0,0,1,0,0,0.545940358,-0.655376586,1.404484847,-0.171710575,-0.637524863
Singles,100 g,305.88,11.76,20.59,17.65,Masakan,0,0,0,0.057702367,0,0,0,0,1,0.576117347,-0.289582574,1.062860126,0.879225527,0.377523633
Belcube,100 g,260,4.6,20,12,Masakan,0,0,0,0.046153846,0,0,1,0,0,0.329233466,-0.857837366,1.036912083,0.427518936,0.100778599
Stroberi Beku Tanpa Pemanis,100 g,35,9.13,0.11,0.43,Snack,0,0,0,0.012285714,1,1,1,1,0,-1.845687883,-0.461617843,-1.548517273,-1.67661279,-1.026943123
Sukun,100 g,103,27.12,0.23,1.07,Masakan,0,0,0,0.01038835,0,1,0,1,0,-0.85340951,0.386339669,-1.463631325,-1.391120312,-1.107782083
Pisang Kepok Rebus,100 g,115,30.08,0.35,1.23,Buah,0,0,0,0.010695652,0,1,0,1,0,-0.730682564,0.482561735,-1.386330088,-1.330797461,-1.094537869
Matoa,100 g,87,21.4,0.49,1.05,Masakan,0,0,0,0.012068966,1,1,0,1,0,-1.033000809,0.177005298,-1.304056871,-1.398914137,-1.036065903
Jamblang,100 g,60,15.56,0.23,0.72,Masakan,0,0,0,0.012,1,1,0,1,0,-1.394695653,-0.082130198,-1.463631325,-1.536984428,-1.038974614
Beri,100 g,33,7.98,0.3,0.68,Masakan,0,0,0,0.020606061,1,1,1,1,0,-1.890125208,-0.547314802,-1.417706418,-1.555093841,-0.697476552
Durian,100 g,147,27.09,5.33,1.47,Buah,0,0,0,0.01,0,0,0,1,0,-0.440812686,0.385327197,-0.057115233,-1.24635825,-1.124603921
Apel Granny Smith,100 g,52,13.81,0.17,0.26,Buah,0,0,0,0.005,1,1,0,1,0,-1.522505027,-0.17278175,-1.505032207,-1.769100613,-1.349880234
